약수터명	소재지도로명주소	소재지지번주소	위도	경도	지정일자	일평균이용인구수	수질검사일자	수질검사결과구분	부적합항목	관리기관전화번호	관리기관명	데이터기준일자	제공기관코드	제공기관명		
우두산샘물	강원도 원주시 우두산길 95-2	강원도 원주시 우산동 545-2	37.3807449	127.932737	1996-04-01	2	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
현충탑샘물	강원도 원주시 현충로 110(태장동)	강원도 원주시 태장동 산124-3	37.3657305	127.9523719	1996-04-01	200	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
보현사샘물		강원도 원주시 태장동 산191-2	37.3530662	127.9614641	1996-04-01	200	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
구룡골샘물		강원도 원주시 태장동 362-22	37.3826661	127.9625104	1996-04-01	150	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
국형사샘물	강원도 원주시 고문골길 103(행구동)	강원도 원주시 행구동 76-1	37.3372457	128.0104206	1996-04-01	300	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
밤나무골샘물		강원도 원주시 봉산동 96-2	37.3521221	127.9844518	1999-11-01	100	2018-07-18	적합		033-737-3055	강원도 원주시청	2018-08-14	4190000	강원도 원주시		
항동약수터		서울특별시 구로구 항동 산 31-1	37.4821547952	126.829460781		100	2018-02-02	부적합	총대장균군, 대장균 검출	02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
개봉1(잣절) 약수터		서울특별시 구로구 개봉동 산2-61				100	2018-02-02	부적합	갈수	02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
잣절지하수 공동시설		서울특별시 구로구 개봉동 산2-61				100	2018-02-02	적합		02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
개봉3 약수터		서울특별시 구로구 개봉2동 산53-3				80	2018-02-02	적합		02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
오남약수터		서울특별시 구로구 오류동 산42-29	37.4857542081	126.83380798		120	2018-02-02	적합		02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
궁동약수터		서울특별시 구로구 궁동 산 10-49	37.5018159457	126.83538282		80	2018-02-02	적합		02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
개웅산 약수터		서울특별시 구로구 오류동 산20-21	37.4892099399	126.843990484		100	2018-02-02	적합		02-860-3097	서울특별시 구로구 공원녹지과	2018-02-21	3160000	서울특별시 구로구		
동복 땀띠샘	전라남도 화순군 동복면 독상리 산 32	전라남도 화순군 동복면 독상리 산 32	35.063346	127.136639		30	2018-03-07	적합		061-379-3864	전라남도 화순군청	2018-05-01	4900000	전라남도 화순군		
한천 참샘	전라남도 화순군 한천면 한계리 산 74-1	전라남도 화순군 한천면 한계리 산 74-1	34.988161	127.001333		30	2018-03-07	적합		061-379-3864	전라남도 화순군청	2018-05-01	4900000	전라남도 화순군		
절골약수터	경기도 오산시 절골길 107	경기도 오산시 원동 산 8-1번지	37.144841	127.095551	1996-02-06	200	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
원당약수터		경기도 오산시 원동 산 17-1번지 일원	37.141931	127.096711	1996-02-06	100	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
박동약수터		경기도 오산시 수청동 산 41번지	37.167111	127.070771	1996-02-06	150	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
필봉약수터		경기도 오산시 내삼미동 산 15-1번지	37.178431	127.071951	2003-01-09	300	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
은계약수터		경기도 오산시 은계동 50-3번지	37.163591	127.071851	2003-12-30	500	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
감투봉약수터		경기도 오산시 서동 산 10-1번지	37.152991	127.048071	2004-09-06	250	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
수목원약수터		경기도 오산시 금암동 260번지	37.165591	127.054261	2005-01-10	250	2018-07-13	적합	해당없음	031-8036-6389	오산시 환경사업소	2018-07-30	4000000	경기도 오산시		
월미공원 전통공원지구 약수터	인천광역시 중구 월미로 439	인천광역시 중구 북성동1가 75	37.473017	126.605358	2009-02-26	200	2018-07-13	적합	해당없음	032-760-7393	인천광역시 중구청	2018-08-02	3490000	인천광역시 중구		
항골	강원도 동해시 항골길	강원도 동해시 천곡동 산165-2	37.5234181	129.1045487	1975-04-20	30	2018-01-01	적합	0	033-530-2453	강원도 동해시청	2018-01-01	4210000	강원도 동해시		
토골	강원도 동해시 평릉길	강원도 동해시 평릉동 산94	37.5327736	129.0808779	1980-09-18	200	2018-01-01	적합	0	033-530-2453	강원도 동해시청	2018-01-01	4210000	강원도 동해시		
국민주택	강원도 동해시 해안로	강원도 동해시 발한동 356-1	37.5577361	129.1029771	1981-05-25	30	2018-01-01	적합		033-530-2453	강원도 동해시청	2018-01-01	4210000	강원도 동해시		
단병골	강원도 동해시 봉수로	강원도 동해시 초구동 산27	37.5678961	129.1031665	1969-03-27	250	2018-01-01	적합	0	033-530-2453	강원도 동해시청	2018-01-01	4210000	강원도 동해시		
무룡산		울산광역시 북구 송정동 산 14-1	35.6045468	129.380398	2006-04-07	100	2018-05-15	적합		052-241-7765	울산광역시 북구청	2018-07-25	3720000	울산광역시 북구		
송정		울산광역시 북구 연암동 산48	35.5864439	129.389558	2006-10-24	100	2018-05-15	적합		052-241-7765	울산광역시 북구청	2018-07-25	3720000	울산광역시 북구		
찬물내기		울산광역시 북구 양정동 산 33-2	35.5655678	129.399482	2004-12-03	150	2018-05-15	적합		052-241-7765	울산광역시 북구청	2018-07-25	3720000	울산광역시 북구		
냉천골약수터	강원도 양구군 양구읍 관공서로 38번길 33-8	강원도 양구군 양구읍 하리 15	38.1113590457	127.993882179		100	2017-03-23	부적합	총대장규균	033-480-2444	양구군청	2018-02-28	4320000	강원도 양구군		
한계골약수터	강원도 양구군 남면 구암리길 103-12	강원도 양구군 남면 구암리 974-2	38.0741401353	128.013066636		120	2017-03-23	적합		033-480-2444	양구군청	2018-02-28	4320000	강원도 양구군		
대암약수터	강원도 양구군 해안면 오유리 산1번지	강원도 양구군 해안면 오유리 산1번지	38.2695328761	128.09359175		50	2017-03-23	부적합	총대장규균	033-480-2444	양구군청	2018-02-28	4320000	강원도 양구군		
석굴암 약수터		서울특별시 종로구 옥인동 산3-14	37.584561	126.960163		20	2018-01-08	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
인왕산 약수터	서울특별시 종로구 통일로18가길 26	서울특별시 종로구 무악동 산3-4	37.579082	126.958909		20	2018-01-08	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
무악재 약수터	서울특별시 종로구 통일로18가길 46	서울특별시 종로구 무악동 48	37.578057	126.958365		30	2018-01-08	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
만수천 약수터		서울특별시 종로구 옥인동 산3-14	37.584759	126.960976		20	2018-01-08	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
백사실 약수터		서울특별시 종로구 부암동 산7	37.600652	126.968155		20	2018-01-08	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
산림수목원		서울특별시 종로구 옥인동 179-1	37.583249	126.963531		30	2017-10-13	부적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
인왕천 약수터		서울특별시 종로구 누상동 산3-1	37.583291	126.957891		30	2018-01-08	적합	-	02-2418-2835	서울특별시 종로구청	2018-03-19	3000000	서울특별시 종로구		
노성산약수터		충청남도 논산시 노성면 읍내리 산1-1	36.2866119	127.1269456		50	2016-05-26	적합		041-746-5524	충청남도 논산시청	2018-02-13	4540000	충청남도 논산시		
소룡약수터		충청남도 논산시 연무읍 소룡리 산58-3	36.0987179	127.1307402		50	2016-05-26	적합		041-746-5524	충청남도 논산시청	2018-02-13	4540000	충청남도 논산시		
수락약수터		충청남도 논산시 벌곡면 수락리 산9	36.1476034	127.3058537		50	2016-05-26	적합		041-746-5524	충청남도 논산시청	2018-02-13	4540000	충청남도 논산시		
가정약수터		인천광역시 서구 가정3동 산143	37.515520	126.682113		30	2017-10-10	적합		032-560-4384	인천광역시 서구청	2018-03-21	3560000	인천광역시 서구		
석남3약수터		인천광역시 서구 석남3동 산12	37.506751	126.683106		30	2017-10-10	적합		032-560-4384	인천광역시 서구청	2018-03-21	3560000	인천광역시 서구		
가현산약수터		인천광역시 서구 마전동 산49	37.623594	126.651301		30	2017-10-10	부적합	채수량 부족으로 검사불가	032-560-4384	인천광역시 서구청	2018-03-21	3560000	인천광역시 서구		
동우약수터		인천광역시 서구 가정2동 산9-2	37.533691	126.680580		30	2017-10-10	적합		032-560-4384	인천광역시 서구청	2018-03-21	3560000	인천광역시 서구		
얼음골약수터	부산광역시 수영구 망미1동 산114번지	부산광역시 수영구 망미1동 산114번지	35.168008	129.095040	1986-01-01	250	2018-05-15	적합		051-610-4391	부산광역시 수영구청	2018-07-20	3380000	부산광역시 수영구		
삼성약수터	부산광역시 수영구 망미1동 산107-1번지	부산광역시 수영구 망미1동 산107-1번지	35.167338	129.100217	1976-01-01	120	2018-05-15	적합		051-610-4391	부산광역시 수영구청	2018-07-20	3380000	부산광역시 수영구		
조광약수터	부산광역시 수영구 광안4동 산35-2번지	부산광역시 수영구 광안4동 산35-2번지	35.160368	129.101834	1979-01-01	100	2018-05-15	적합		051-610-4391	부산광역시 수영구청	2018-07-20	3380000	부산광역시 수영구		
양지약수터	부산광역시 수영구 망미1동 산114번지	부산광역시 수영구 망미1동 산114번지	35.168008	129.095040	2001-01-01	50	2018-05-15	적합		051-610-4391	부산광역시 수영구청	2018-07-20	3380000	부산광역시 수영구		
얼음골(하)약수터	부산광역시 수영구 망미1동 산114번지	부산광역시 수영구 망미1동 산114번지	35.168008	129.095040	2013-01-01	200	2018-05-15	적합		051-610-4391	부산광역시 수영구청	2018-07-20	3380000	부산광역시 수영구		
철 학 로		부산광역시 동래구 온천2동 산177-2	35.2130470529	129.052065895	1916-03-14	200	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
사적공원		부산광역시 동래구 명장2동 산94-3	35.2104692931	129.093136813	1999-09-22	320	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
쌍    암		부산광역시 동래구 사직2동 산12-4	35.2070605947	129.052442234	1996-09-17	60	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
금    병		부산광역시 동래구 사직2동 산12-5	35.2065533477	129.052170346	1996-01-27	100	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
쇠    미		부산광역시 동래구 사직2동 산81-7	35.2003564714	129.046665533	1996-01-27	80	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
금 강  2		부산광역시 동래구 온천3동 산190-9	35.2089316947	129.054549174	1996-01-27	100	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
금 강  1		부산광역시 동래구 온천3동 산190-7	35.209370164	129.058231929	1996-01-27	100	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
만 수 정		부산광역시 동래구 온천3동 산190-8	35.2106324132	129.053313946	1996-01-27	120	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
대 덕 사		부산광역시 동래구 온천2동 산92-2	35.2146683165	129.061023035	1996-01-27	50	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
수 산 대		부산광역시 동래구 온천2동 산92-2	35.2146683165	129.061023035	1996-01-27	60	2018-05-24	적합	해당없음	051-550-4395	동래구청	2018-05-31	3300000	부산광역시 동래구		
탑동약수터	전라남도 영암군 영암읍 용흥리 산30-1	전라남도 영암군 영암읍 용흥리 산30-1	37.566535	126.977969	1972-01-01	35	2018-07-27	적합		061-470-2692	수도사업소	2018-08-14	4940000	전라남도 영암군		
냉천약수터	전라남도 영암군 금정면 연보리 587-2	전라남도 영암군 금정면 연보리 587-2	34.826377	126.744629	1974-01-01	30	2018-07-27	적합		061-470-2692	수도사업소	2018-08-14	4940000	전라남도 영암군		
길암천약수터	전라남도 영암군 미암면 춘동리 122-7	전라남도 영암군 미암면 춘동리 122-7	34.707286	126.563116	1970-01-01	20	2018-07-27	적합		061-470-2692	수도사업소	2018-08-14	4940000	전라남도 영암군		
녹천약수터		서울특별시 동작구 사당동 산22-1	37.4935863682	126.967175153	1992-01-01	400	2017-04-25	부적합	비소	02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
학수약수터		서울특별시 동작구 사당동 산22-16	37.4926707943	126.966637299	1988-01-01	400	2017-04-25	적합		02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
달마약수터		서울특별시 동작구 흑석동 산60-6	37.4992861555	126.96128753	1992-01-01	300	2017-03-27	적합		02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
흑석약수터		서울특별시 동작구 흑석동 산88-66			1992-01-01	200	2017-03-15	부적합	비소	02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
보라매약수터		서울특별시 동작구 신대방동 산143	37.4907269616	126.914139414	1991-01-01	400	2017-03-15	적합		02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
국사봉약수터		서울특별시 동작구 상도동 산65-41	37.4939726836	126.941089568	1990-01-01	400	2017-04-25	부적합	비소	02-820-1397	서울특별시 동작구청	2018-02-19	3190000	서울특별시 동작구		
활터약수터	경상남도 합천군 합천읍 죽죽길 63	경상남도 합천군 합천읍 합천리 198	35.560849	128.166783	2004-03-02	75	2018-03-08	적합	없음	055-930-3325	합천군 상하수도사업소	2018-04-19	5480000	경상남도 합천군		
황매약수터		경상남도 합천군 대병면 회양리 산 10-1	35.517976	128.007507	2004-03-02	60	2018-03-08	적합	없음	055-930-3325	합천군 상하수도사업소	2018-04-19	5480000	경상남도 합천군		
동축사		울산광역시 동구 동부동 산120-2	37.520622	126.875371	1995-07-12	60	2017-09-29	적합		052-209-3551	울산광역시 동구청	2018-06-30	3710000	울산광역시 동구		
무지골		울산광역시 동구 동부동 산164-2	37.503017	127.117458	1998-02-14	60	2017-09-29	적합		052-209-3551	울산광역시 동구청	2018-06-30	3710000	울산광역시 동구		
큰골		울산광역시 동구 동부동 산177-1	37.416482	126.913744	1998-02-14	50	2017-10-27	적합		052-209-3551	울산광역시 동구청	2018-06-30	3710000	울산광역시 동구		
산록		울산광역시 동구 전하동 산166-10	35.513815	129.418261	1998-04-22	100	2017-10-27	적합		052-209-3551	울산광역시 동구청	2018-06-30	3710000	울산광역시 동구		
오전약수터		경상북도 봉화군 물야면 오전리 1212	37.013364	128.748533	1985-09-10	100	2018-03-06	적합		054-679-6343	경상북도 봉화군청	2018-05-25	5240000	경상북도 봉화군		
다덕약수터		경상북도 봉화군 봉성면 우곡리 585-5	36.9127905	128.825089	2001-03-27	125	2018-03-06	적합		054-679-6343	경상북도 봉화군청	2018-05-25	5240000	경상북도 봉화군		
수리		경기도 군포시 산본동 산 18-3	37.3731271	126.9266911	1993-10-09	200	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
오금		경기도 군포시 금정동 산 871-6	37.3528091	126.9352012	1995-05-29	200	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
감투봉		경기도 군포시 산본동 산 119	37.3427061	126.9282899	1985-02-01	20	2018-07-24	부적합	총대장균군	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
피크닉장		경기도 군포시 산본동 840-143	37.3566231	126.9157431	1994-08-22	200	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
산딸기		경기도 군포시 산본동 840-156	37.3566291	126.9143431	1994-12-10	150	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
광천		경기도 군포시 산본동 산 60	37.3613981	126.9177521	1993-07-15	100	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
주공4단지		경기도 군포시 산본동 산 99-4	37.3479221	126.9294521	1997-06-17	80	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
희망		경기도 군포시 당동 859	37.3564221	126.9418311	1998-03-20	200	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
다산		경기도 군포시 금정동 871-15	37.3500241	126.9302941	1998-03-20	50	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
능안		경기도 군포시 산본동 1065	37.3715671	126.9320701	1999-02-10	50	2018-08-07	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
속달		경기도 군포시 속달동 산 3-1	37.3385901	126.9091541	2003-04-18	20	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
장수		경기도 군포시 당동 954	37.3491251	126.9361501	1996-09-20	50	2018-07-24	적합	없음	031-390-3252	군포시수도과	2018-08-09	4020000	경기도 군포시		
갈마석수천약수터		대전광역시 서구 갈마동 414-1	36.3454996191	127.364099191	1992-01-01	200	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
두루봉약수터		대전광역시 서구 도마동 산7	36.3252957288	127.362744494	1985-01-01	300	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
내원사약수터		대전광역시 서구 도마동 산7	36.3252957288	127.362744494	1985-01-01	400	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
월평약수터		대전광역시 서구 월평동 산36-5	36.3302048533	127.360526387	1995-01-01	200	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
서당골약수터		대전광역시 서구 정림동 산2-1	36.2887557474	127.36236602	1987-01-01	450	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
구선천약수터		대전광역시 서구 도마동 산27-1	36.3194869311	127.36326992	1985-01-01	200	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
명암약수터		대전광역시 서구 정림동 산18-1	36.2738322722	127.368213473	1985-01-01	80	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
빼올약수터	대전광역시 서구 벌곡로 1285번길 182(가수원동)	대전광역시 서구 가수원동 618-4	36.2923509964	127.349816722	1985-01-01	225	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
한천약수터		대전광역시 서구 관저동 산68-1	36.2837342425	127.324760476	2006-01-01	110	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
오량약수터		대전광역시 서구 복수동 336-31	36.3075351824	127.377898336	1992-01-01	550	2016-11-18	적합		042-611-5703	대전광역시 서구청	2018-02-13	3660000	대전광역시 서구		
일운약수터		경상남도 거제시 일운면 와현리 산34-15	34.8192353327	128.709512174		50	2018-07-19	적합		055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
참샘약수터		경상남도 거제시 연초면 덕치리 산83	34.9403975189	128.655101945		10	2018-07-19	적합		055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
앵산약수터		경상남도 거제시 하청면 유계리 산127-1	34.9397268851	128.629245743		20	2018-07-19	적합		055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
선창샘약수터		경상남도 거제시 둔덕면 하둔리 363-1	34.8373035146	128.504951612		20	2018-07-19	적합		055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
독봉산약수터		경상남도 거제시 고현동 340	34.8811225336	128.631408568		30	2018-07-19	부적합	일반세균,총대장균군	055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
힐사이드약수터		경상남도 거제시 옥포2동 1230-1	34.9022394968	128.69655429		40	2018-07-19	적합		055-639-4894	경상남도 거제시청	2018-07-31	5370000	경상남도 거제시		
백암		서울특별시 서대문구 홍제2동 산33-44				80	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
복수천		서울특별시 서대문구 북아현동 산1-11				150	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
봉구천		서울특별시 서대문구 봉원동 산2-1	37.5731225415	126.945976386		100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
봉화천		서울특별시 서대문구 홍제2동 산33-44				100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
안산천		서울특별시 서대문구 봉원동 산2-1	37.5731225415	126.945976386		150	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
연흥		서울특별시 서대문구 연희동 산2-36	37.5797440146	126.940492233		100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
옥천		서울특별시 서대문구 연희동 산2-14	37.576148138	126.942288256		100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
용천(안산)		서울특별시 서대문구 연희동 산2-17	37.5715674737	126.942273679		100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
풍천		서울특별시 서대문구 봉원동 산2-1	37.5731225415	126.945976386		80	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
홍심		서울특별시 서대문구 홍제3동 산1-100	37.5928580158	126.954830295		150	2018-07-30	적합		02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
용천(인왕)		서울특별시 서대문구 홍제3동 산1-100	37.5928580158	126.954830295		50	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
옥동		서울특별시 서대문구 홍제2동 산1-1				50	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
홍인		서울특별시 서대문구 홍제2동 산1-1				90	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
호박골		서울특별시 서대문구 홍은2동 산1-85				100	2018-07-30	부적합	총대장균군검출	02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
홍연		서울특별시 서대문구 홍은2동 산19-2	37.5819955236	126.932013013		100	2018-07-30	적합		02-330-1715	서울특별시 서대문구청	2018-08-13	3120000	서울특별시 서대문구		
좁은목	전라북도 전주시 완산구 춘향로 5393	전라북도 전주시 완산구 동서학동 152-7	35.8078964	127.1618071	1996-02-13	300	2018-07-02	적합	없음	063-281-6981	전라북도 전주시청	2018-08-20	4640000	전라북도 전주시		
완산칠봉	전라북도 전주시 완산구 곤지산3길 18-23	전라북도 전주시 완산구 동완산동 산 121-1	35.8086784	127.1335096	1996-02-13	50	2018-07-02	적합	없음	063-281-6981	전라북도 전주시청	2018-08-20	4640000	전라북도 전주시		
수성샘터		강원도 고성군 간성읍 상리 산15	38.372645	128.456327	1996-05-26	120	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
토골샘터		강원도 고성군 간성읍 상리 산23	38.377362	128.462107	2004-10-18	80	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
해맞이봉샘터	강원도 고성군 거진읍 거탄진로 209번길 19	강원도 고성군 거진읍 거진1리 산1	38.449830	128.463009	2006-01-16	90	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
행랑골샘터	강원도 고성군 거진읍 행랑골길 45	강원도 고성군 거진읍 거진5리 64-1	38.451122	128.454986	2000-05-15	95	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
약수암샘터		강원도 고성군 거진읍 거진6리 235-4	38.451226	128.454205	1996-05-26	55	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
포남샘터		강원도 고성군 거진읍 송포1리 산55-8	38.427703	128.439788	1996-05-26	0	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
작은소골샘터		강원도 고성군 거진읍 반암리 산9	38.420843	128.459628	2000-05-15	50	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
옷샘터		강원도 고성군 거진읍 대대1리 산60	38.394745	128.452548	2000-05-15	30	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
건봉사샘터	강원도 고성군 거진읍 건봉사로 751	강원도 고성군 거진읍 냉천리 산2	38.402121	128.377450	2000-05-15	80	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
큰골샘터		강원도 고성군 죽왕면 오봉1리 산131	38.333925	128.496990	2000-05-15	50	2018-06-26	적합	해당없음	033-680-3767	강원도 고성군청 상하수도사업소	2018-07-30	4340000	강원도 고성군		
금강도약수터		경상남도 산청군 산청읍 옥산리 108	35.4117627599	127.879346852	1995-07-12	120	2016-08-17	적합		055-970-7002	경상남도 산청군청	2018-02-23	5450000	경상남도 산청군		
밤머리재약수터		경상남도 산청군 삼장면 홍계리 산110-3	35.3798985117	127.851933029	1995-07-12	80	2016-08-17	적합		055-970-7002	경상남도 산청군청	2018-02-23	5450000	경상남도 산청군		
청계약수터		경상남도 산청군 단성면 운리 산35	35.3291207346	127.902915041	1995-07-12	50	2016-08-17	적합		055-970-7002	경상남도 산청군청	2018-02-23	5450000	경상남도 산청군		
우2동 체육공원약수터		부산광역시 해운대구 우2동 산148-75	35.1719171806	129.148136816	1999-05-28	150	2018-07-16	적합		051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
삼어약수터		부산광역시 해운대구 반여4동 산300	35.2081334275	129.114087597	1999-05-28	100	2018-07-16	부적합	대장균	051-749-4387	부산광역시 해운대구청	2018-08-10	3330000	부산광역시 해운대구		
